riding,electiondate,provincecode,lastname,firstname,parliament,byelec,other,lib,ndp,green,bloc,allcons,won
Saint-Léonard--Saint-Michel,1571616000,8,"Di Serio, Tina","NA",43,0,1,0,0,0,0,0,0
Saint-Léonard--Saint-Michel,1571616000,8,"Colly, Garnet","NA",43,0,1,0,0,0,0,0,0
Saint-Maurice--Champlain,1571616000,8,"Champagne, François-Philippe","NA",43,0,0,1,0,0,0,0,1
Saint-Maurice--Champlain,1571616000,8,"Morin, Nicole","NA",43,0,0,0,0,0,1,0,0
Saint-Maurice--Champlain,1571616000,8,"Courchesne, Bruno-Pier","NA",43,0,0,0,0,0,0,1,0
Saint-Maurice--Champlain,1571616000,8,"Boisguérin, Barthélémy","NA",43,0,0,0,1,0,0,0,0
Saint-Maurice--Champlain,1571616000,8,"Dufresne, Stéphanie","NA",43,0,0,0,0,1,0,0,0
Saint-Maurice--Champlain,1571616000,8,"Déziel, Julie","NA",43,0,1,0,0,0,0,0,0
Salaberry--Suroît,1571616000,8,"DeBellefeuille, Claude","NA",43,0,0,0,0,0,1,0,1
Salaberry--Suroît,1571616000,8,"Faubert, Marc","NA",43,0,0,1,0,0,0,0,0
Salaberry--Suroît,1571616000,8,"Larivière, Cynthia","NA",43,0,0,0,0,0,0,1,0
Salaberry--Suroît,1571616000,8,"Gottman, Joan","NA",43,0,0,0,1,0,0,0,0
Salaberry--Suroît,1571616000,8,"AlShawa, Nahed","NA",43,0,0,0,0,1,0,0,0
Salaberry--Suroît,1571616000,8,"Savard, Alain","NA",43,0,1,0,0,0,0,0,0
Salaberry--Suroît,1571616000,8,"Bertrand, Luc","NA",43,0,1,0,0,0,0,0,0
Shefford,1571616000,8,"Larouche, Andréanne","NA",43,0,0,0,0,0,1,0,1
Shefford,1571616000,8,"Breton, Pierre","NA",43,0,0,1,0,0,0,0,0
Shefford,1571616000,8,"Clermont, Nathalie","NA",43,0,0,0,0,0,0,1,0
Shefford,1571616000,8,"Plamondon, Raymonde","NA",43,0,0,0,1,0,0,0,0
Shefford,1571616000,8,"Turgeon, Katherine","NA",43,0,0,0,0,1,0,0,0
Shefford,1571616000,8,"Sabbagh, Mariam","NA",43,0,1,0,0,0,0,0,0
Shefford,1571616000,8,"Daviault, Darlène","NA",43,0,1,0,0,0,0,0,0
Sherbrooke,1571616000,8,"Brière, Élisabeth","NA",43,0,0,1,0,0,0,0,1
Sherbrooke,1571616000,8,"Dusseault, Pierre-Luc","NA",43,0,0,0,1,0,0,0,0
Sherbrooke,1571616000,8,"Forgues, Claude","NA",43,0,0,0,0,0,1,0,0
Sherbrooke,1571616000,8,"Sévigny, Dany","NA",43,0,0,0,0,0,0,1,0
Sherbrooke,1571616000,8,"Morin, Mathieu","NA",43,0,0,0,0,1,0,0,0
Sherbrooke,1571616000,8,"Moreno, Edwin","NA",43,0,1,0,0,0,0,0,0
Sherbrooke,1571616000,8,"Côté, Steve","NA",43,0,1,0,0,0,0,0,0
Sherbrooke,1571616000,8,"Richard, Hubert","NA",43,0,1,0,0,0,0,0,0
Terrebonne,1571616000,8,"Boudrias, Michel","NA",43,0,0,0,0,0,1,0,1
Terrebonne,1571616000,8,"Beauchemin, Frédéric","NA",43,0,0,1,0,0,0,0,0
Terrebonne,1571616000,8,"Gagnon, France","NA",43,0,0,0,0,0,0,1,0
Terrebonne,1571616000,8,"Beaudoin, Maxime","NA",43,0,0,0,1,0,0,0,0
Terrebonne,1571616000,8,"Monette, Réjean","NA",43,0,0,0,0,1,0,0,0
Terrebonne,1571616000,8,"Barnes, Jeffrey","NA",43,0,1,0,0,0,0,0,0
Terrebonne,1571616000,8,"Vézina, Paul","NA",43,0,1,0,0,0,0,0,0
Terrebonne,1571616000,8,"Hébert, Jade","NA",43,0,1,0,0,0,0,0,0
Thérèse-De Blainville,1571616000,8,"Chabot, Louise","NA",43,0,0,0,0,0,1,0,1
Thérèse-De Blainville,1571616000,8,"Ayoub, Ramez","NA",43,0,0,1,0,0,0,0,0
Thérèse-De Blainville,1571616000,8,"Fournier, Marie Claude","NA",43,0,0,0,0,0,0,1,0
Thérèse-De Blainville,1571616000,8,"Wolker, Hannah","NA",43,0,0,0,1,0,0,0,0
Thérèse-De Blainville,1571616000,8,"Beaudet, Normand","NA",43,0,0,0,0,1,0,0,0
Thérèse-De Blainville,1571616000,8,"Mounanga, Désiré","NA",43,0,1,0,0,0,0,0,0
Thérèse-De Blainville,1571616000,8,"Lamontagne, Alain","NA",43,0,1,0,0,0,0,0,0
Thérèse-De Blainville,1571616000,8,"Piano, Andy","NA",43,0,1,0,0,0,0,0,0
Trois-Rivières,1571616000,8,"Charbonneau, Louise","NA",43,0,0,0,0,0,1,0,1
Trois-Rivières,1571616000,8,"Renaud-Martin, Valérie","NA",43,0,0,1,0,0,0,0,0
Trois-Rivières,1571616000,8,"Lévesque, Yves","NA",43,0,0,0,0,0,0,1,0
Trois-Rivières,1571616000,8,"Aubin, Robert","NA",43,0,0,0,1,0,0,0,0
Trois-Rivières,1571616000,8,"Duplessis, Marie","NA",43,0,0,0,0,1,0,0,0
Trois-Rivières,1571616000,8,"Gingras, Marc André","NA",43,0,1,0,0,0,0,0,0
Trois-Rivières,1571616000,8,"St-Onge Lynch, Ronald","NA",43,0,1,0,0,0,0,0,0
Vaudreuil--Soulanges,1571616000,8,"Schiefke, Peter","NA",43,0,0,1,0,0,0,0,1
Vaudreuil--Soulanges,1571616000,8,"Rouillard, Noémie","NA",43,0,0,0,0,0,1,0,0
Vaudreuil--Soulanges,1571616000,8,"Cox, Karen","NA",43,0,0,0,0,0,0,1,0
Vaudreuil--Soulanges,1571616000,8,"MacDonald, Amanda","NA",43,0,0,0,1,0,0,0,0
Vaudreuil--Soulanges,1571616000,8,"Stiff, Cameron","NA",43,0,0,0,0,1,0,0,0
Vaudreuil--Soulanges,1571616000,8,"Tam, Kaylin","NA",43,0,1,0,0,0,0,0,0
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,1571616000,8,"Miller, Marc","NA",43,0,0,1,0,0,0,0,1
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,1571616000,8,"Thiébaut, Sophie","NA",43,0,0,0,1,0,0,0,0
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,1571616000,8,"Bourque, Nadia","NA",43,0,0,0,0,0,1,0,0
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,1571616000,8,"Forian, Michael","NA",43,0,0,0,0,0,0,1,0
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,1571616000,8,"Cusmano, Liana Canton","NA",43,0,0,0,0,1,0,0,0
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,1571616000,8,"Langlais, Jean","NA",43,0,1,0,0,0,0,0,0
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,1571616000,8,"Gaudet, Tommy","NA",43,0,1,0,0,0,0,0,0
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,1571616000,8,"O'Sullivan, Louise B.","NA",43,0,1,0,0,0,0,0,0
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,1571616000,8,"Patenaude, Marc","NA",43,0,1,0,0,0,0,0,0
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,1571616000,8,"Sullivan, Linda","NA",43,0,1,0,0,0,0,0,0
Vimy,1571616000,8,"Koutrakis, Annie","NA",43,0,0,1,0,0,0,0,1
Vimy,1571616000,8,"Beaulieu, Claire-Emmanuelle","NA",43,0,0,0,0,0,1,0,0
Vimy,1571616000,8,"El-Helou, Rima","NA",43,0,0,0,0,0,0,1,0
Vimy,1571616000,8,"Aliev, Vassif","NA",43,0,0,0,1,0,0,0,0
Vimy,1571616000,8,"R'Guiba, Faiza","NA",43,0,0,0,0,1,0,0,0
Vimy,1571616000,8,"Brunelle, Suzanne","NA",43,0,1,0,0,0,0,0,0
argenteuil,1921-12-06,8,ARNOLD,JAMESELIJAH,14,0,1,0,0,0,0,0,0
argenteuil,1921-12-06,8,MCGIBBON,PETERROBERT,14,0,0,1,0,0,0,0,1
argenteuil,1921-12-06,8,CHRISTIE,THOMAS,14,0,0,0,0,0,0,1,0
bagot,1921-12-06,8,MARCILE,JOSEPHEDMOND,14,0,0,1,0,0,0,0,1
bagot,1921-12-06,8,MARCOTTE,LOUISHOMER,14,0,1,0,0,0,0,0,0
bagot,1921-12-06,8,DUPUIS,JOSEPHALDÈGE,14,0,1,0,0,0,0,0,0
beauce,1921-12-06,8,BELAND,HENRISÉVÉRIN,14,0,0,1,0,0,0,0,1
beauce,1921-12-06,8,LAMBERT,JEPHREM,14,0,0,0,0,0,0,1,0
beauharnois,1921-12-06,8,PAPINEAU,LOUISJOSEPH,14,0,0,1,0,0,0,0,1
beauharnois,1921-12-06,8,MONTY,RODOLPHE,14,0,0,0,0,0,0,1,0
bellechasse,1921-12-06,8,COTE,JOSEPHCLÉOPHAS,14,0,1,0,0,0,0,0,0
bellechasse,1921-12-06,8,FOURNIER,CHARLESALPHONSE,14,0,0,1,0,0,0,0,1
berthier,1921-12-06,8,GERVAIS,THÉODORE,14,0,0,1,0,0,0,0,1
berthier,1921-12-06,8,BARRETTE,JOSEPHARTHUR,14,0,0,0,0,0,0,1,0
bonaventure,1921-12-06,8,BUSTEED,THOMASROBERT,14,0,0,0,0,0,0,1,0
bonaventure,1921-12-06,8,MARCIL,CHARLES,14,0,0,1,0,0,0,0,1
brome,1921-12-06,8,BOULAY,JOSEPH,14,0,0,0,0,0,0,1,0
brome,1921-12-06,8,MCMASTER,ANDREWROSS,14,0,0,1,0,0,0,0,1
chambly--verchères,1921-12-06,8,GUERTIN,AIMÉ,14,0,0,0,0,0,0,1,0
chambly--verchères,1921-12-06,8,ARCHAMBAULT,JOSEPH,14,0,0,1,0,0,0,0,1
champlain,1921-12-06,8,DESROCHERS,JOSEPHHILDÈGES,14,0,0,0,0,0,0,1,0
champlain,1921-12-06,8,DESAULNIERS,ARTHURLESIEUR,14,0,0,1,0,0,0,0,1
champlain,1921-12-06,8,TRUDEL,AUGUSTE,14,0,1,0,0,0,0,0,0
charlevoix--montmorency,1921-12-06,8,BELLEY,LOUISDEGONZAGUE,14,0,0,0,0,0,0,1,0
charlevoix--montmorency,1921-12-06,8,CASGRAIN,PIERREFRANÇOIS,14,0,0,1,0,0,0,0,1
chicoutimi--saguenay,1921-12-06,8,LAPOINTE,SIMON,14,0,1,0,0,0,0,0,0
chicoutimi--saguenay,1921-12-06,8,GIRARD,JOSEPH,14,0,0,0,0,0,0,1,0
chicoutimi--saguenay,1921-12-06,8,SAVARD,EDMOND,14,0,0,1,0,0,0,0,1
châteauguay--huntingdon,1921-12-06,8,BEGIN,JOSEPH,14,0,1,0,0,0,0,0,0
châteauguay--huntingdon,1921-12-06,8,ROBB,JAMESALEXANDER,14,0,0,1,0,0,0,0,1
châteauguay--huntingdon,1921-12-06,8,MCARTHUR,PETERDANIEL,14,0,1,0,0,0,0,0,0
compton,1921-12-06,8,HUNT,AYLMERBYRON,14,0,0,1,0,0,0,0,1
compton,1921-12-06,8,CROMWELL,FREDERICKROBERT,14,0,0,0,0,0,0,1,0
dorchester,1921-12-06,8,CANNON,CHARLESARTHUR,14,0,0,1,0,0,0,0,1
dorchester,1921-12-06,8,VALLIÈRE,PHILOMON,14,0,0,0,0,0,0,1,0
drummond--arthabaska,1921-12-06,8,NADEAU,JOSEPHALBERT,14,0,1,0,0,0,0,0,0
drummond--arthabaska,1921-12-06,8,BLANCHARD,WILFRID,14,0,1,0,0,0,0,0,0
drummond--arthabaska,1921-12-06,8,LAFLAMME,JLÉOKEMNER,14,0,0,1,0,0,0,0,1
drummond--arthabaska,1921-12-06,8,LALIBERTÉ,WILFRID,14,0,0,0,0,0,0,1,0
gaspé,1921-12-06,8,LEMIEUX,RODOLPHE,14,0,0,1,0,0,0,0,1
gaspé,1921-12-06,8,SIROIS,JOSEPHERNEST,14,0,0,0,0,0,0,1,0
george-étienne cartier,1921-12-06,8,BUHAY,MICHAEL,14,0,1,0,0,0,0,0,0
george-étienne cartier,1921-12-06,8,CARTIER,JOSEPHOVILA,14,0,1,0,0,0,0,0,0
george-étienne cartier,1921-12-06,8,CHOLETTE,HENRIARTHUR,14,0,0,0,0,0,0,1,0
george-étienne cartier,1921-12-06,8,MAILLE,LOUISOMNES,14,0,1,0,0,0,0,0,0
george-étienne cartier,1921-12-06,8,JACOBS,SAMUELWILLIAM,14,0,0,1,0,0,0,0,1
hochelaga,1921-12-06,8,AYOTTE,JOSEPHROSARIOLÉO,14,0,0,0,0,0,0,1,0
hochelaga,1921-12-06,8,ST-PÈRE,ÉDOUARDCHARLES,14,0,0,1,0,0,0,0,1
hull,1921-12-06,8,LAFORTUNE,SYLVIO,14,0,1,0,0,0,0,0,0
hull,1921-12-06,8,FONTAINE,JOSEPHÉLOI,14,0,0,1,0,0,0,0,1
jacques cartier,1921-12-06,8,LAFORTUNE,DAVIDARTHUR,14,0,0,1,0,0,0,0,1
jacques cartier,1921-12-06,8,GOHIER,JEANBAPTISTEHERCULE,14,0,0,0,0,0,0,1,0
jacques cartier,1921-12-06,8,DESCARRIES,JOSEPHADÉLARD,14,0,1,0,0,0,0,0,0
joliette,1921-12-06,8,BONIN,PAPLINUCE,14,0,1,0,0,0,0,0,0
joliette,1921-12-06,8,LAPORTE,JOSEPHPIERRE,14,0,0,0,0,0,0,1,0
joliette,1921-12-06,8,DENIS,AZELLUS,14,0,0,1,0,0,0,0,1
kamouraska,1921-12-06,8,LANGLAIS,JOSEPH,14,0,1,0,0,0,0,0,0
kamouraska,1921-12-06,8,STEIN,CHARLESADOLPHE,14,0,0,1,0,0,0,0,1
l'assomption--montcalm,1921-12-06,8,FOREST,ALFRED,14,0,0,0,0,0,0,1,0
l'assomption--montcalm,1921-12-06,8,VIRONNEAU,LOUISHENRY,14,0,1,0,0,0,0,0,0
l'assomption--montcalm,1921-12-06,8,SÉGUIN,PAULARTHUR,14,0,0,1,0,0,0,0,1
l'assomption--montcalm,1921-12-06,8,THOUIN,LOUIS,14,0,1,0,0,0,0,0,0
l'islet,1921-12-06,8,PAQUET,EUGÈNE,14,0,0,0,0,0,0,1,0
l'islet,1921-12-06,8,FAFARD,JOSEPHFERDINAND,14,0,0,1,0,0,0,0,1
labelle,1921-12-06,8,FORTIER,HYACINTHEADÉLARD,14,0,0,1,0,0,0,0,1
labelle,1921-12-06,8,MÉNARD,MARCAZARIE,14,0,1,0,0,0,0,0,0
labelle,1921-12-06,8,LACHANCE,JEAN,14,0,1,0,0,0,0,0,0
laprairie--napierville,1921-12-06,8,LANCTOT,ROCH,14,0,0,1,0,0,0,0,1
laprairie--napierville,1921-12-06,8,CORNELLIER,LOUISMOÏSE,14,0,0,0,0,0,0,1,0
laurier--outremont,1921-12-06,8,MATHIEU,ALFRED,14,0,1,0,0,0,0,0,0
laurier--outremont,1921-12-06,8,GOUIN,SIRLOMER,14,0,0,1,0,0,0,0,1
laurier--outremont,1921-12-06,8,NADEAU,JOSEPHALFRED,14,0,0,0,0,0,0,1,0
laval--two mountains,1921-12-06,8,BIBEAU,JOSEPHAZARIE,14,0,1,0,0,0,0,0,0
laval--two mountains,1921-12-06,8,ÉTHIER,JOSEPHARTHURCALIXTE,14,0,0,1,0,0,0,0,1
laval--two mountains,1921-12-06,8,THÉORET,AGLIBERT,14,0,1,0,0,0,0,0,0
lotbinière,1921-12-06,8,LAFLEUR,HENRI,14,0,1,0,0,0,0,0,0
lotbinière,1921-12-06,8,VIEN,THOMAS,14,0,0,1,0,0,0,0,1
lévis,1921-12-06,8,GRAVEL,LGÉDÉON,14,0,0,0,0,0,0,1,0
lévis,1921-12-06,8,BOURASSA,JOSEPHBOUTIN,14,0,0,1,0,0,0,0,1
maisonneuve,1921-12-06,8,ROBITAILLE,CLÉMENT,14,0,0,1,0,0,0,0,1
maisonneuve,1921-12-06,8,LECLAIR,JOSEPHONÉZIMEEDMON,14,0,1,0,0,0,0,0,0
maisonneuve,1921-12-06,8,TARDIF,ZOËL,14,0,1,0,0,0,0,0,0
maisonneuve,1921-12-06,8,BERNIER,JOSEPHÉMILE,14,0,0,0,0,0,0,1,0
maskinongé,1921-12-06,8,DESROCHERS,EUGÈNE,14,0,0,1,0,0,0,0,1
maskinongé,1921-12-06,8,BELLEMARE,ADÉLARD,14,0,1,0,0,0,0,0,0
matane,1921-12-06,8,PELLETIER,FRANÇOISJEAN,14,0,0,1,0,0,0,0,1
matane,1921-12-06,8,BOULAY,HERMÉNÉGILDE,14,0,0,0,0,0,0,1,0
missisquoi,1921-12-06,8,GIROUX,FRANÇOISXAVIERARTHUR,14,0,0,0,0,0,0,1,0
missisquoi,1921-12-06,8,KAY,WILLIAMFREDERIC,14,0,0,1,0,0,0,0,1
montmagny,1921-12-06,8,DÉCHENE,AIMÉMIVILLE,14,0,0,1,0,0,0,0,1
montmagny,1921-12-06,8,COULOMBE,TÉLESPHORE,14,0,1,0,0,0,0,0,0
mégantic,1921-12-06,8,BLONDIN,ALCIDEALPHONSE,14,0,1,0,0,0,0,0,0
mégantic,1921-12-06,8,PACAUD,LUCIENTURCOTTE,14,0,0,1,0,0,0,0,1
nicolet,1921-12-06,8,PROULX,FORTUNAT,14,0,1,0,0,0,0,0,0
nicolet,1921-12-06,8,TRAHAN,PAULARTHUR,14,0,0,1,0,0,0,0,1
pontiac,1921-12-06,8,CAMPBELL,GEORGEBENJAMIN,14,0,0,0,0,0,0,1,0
pontiac,1921-12-06,8,CAHILL,FRANKS,14,0,0,1,0,0,0,0,1
pontiac,1921-12-06,8,LANDON,GEORGEA,14,0,1,0,0,0,0,0,0
portneuf,1921-12-06,8,DELISLE,MICHELSIMÉON,14,0,0,1,0,0,0,0,1
portneuf,1921-12-06,8,DUCHARME,CROMULUS,14,0,0,0,0,0,0,1,0
portneuf,1921-12-06,8,FAFARD,JQUETTON,14,0,1,0,0,0,0,0,0
quebec county,1921-12-06,8,LAVERGNE,ARMAND,14,0,1,0,0,0,0,0,0
quebec county,1921-12-06,8,LAVIGUEUR,HENRIEDGAR,14,0,0,1,0,0,0,0,1
quebec east,1921-12-06,8,DRAPEAU,RODOLPHEALFRED,14,0,0,0,0,0,0,1,0
quebec east,1921-12-06,8,LAPOINTE,HUGUES,14,0,0,1,0,0,0,0,1
quebec south,1921-12-06,8,DUSSAULT,EUGÈNEFORTUNAT,14,0,1,0,0,0,0,0,0
quebec south,1921-12-06,8,DELANY,THOMASJAMES,14,0,0,0,0,0,0,1,0
quebec south,1921-12-06,8,POWER,CHARLESG,14,0,0,1,0,0,0,0,1
quebec west,1921-12-06,8,BERTRAND,PIERRE,14,0,0,0,0,0,0,1,0
quebec west,1921-12-06,8,PARENT,GEORGE,14,0,0,1,0,0,0,0,1
richelieu,1921-12-06,8,MORGAN,WILLIAMGEORGEMARCELLIN,14,0,0,0,0,0,0,1,0
richelieu,1921-12-06,8,CARDIN,PIERREJOSEPHARTHUR,14,0,0,1,0,0,0,0,1
richmond--wolfe,1921-12-06,8,TOBIN,EDMUNDWILLIAM,14,0,0,1,0,0,0,0,1
richmond--wolfe,1921-12-06,8,LEMIRE,AZARIE,14,0,1,0,0,0,0,0,0
rimouski,1921-12-06,8,LAVOIE,ALFRED,14,0,1,0,0,0,0,0,0
rimouski,1921-12-06,8,D'ANJOU,JOSEPHÉMILESTANISLASÉMMANUEL,14,0,0,1,0,0,0,0,1
shefford,1921-12-06,8,BEAUDRY,HORMISDAS,14,0,1,0,0,0,0,0,0
shefford,1921-12-06,8,BOIVIN,GEORGEHENRI,14,0,0,1,0,0,0,0,1
sherbrooke (town of),1921-12-06,8,WORTHINGTON,EDWARDBRUEN,14,0,0,0,0,0,0,1,0
sherbrooke (town of),1921-12-06,8,MCREA,FRANCISN,14,0,0,1,0,0,0,0,1
st. ann,1921-12-06,8,LANOUETTE,ADÉLARDWILFRED,14,0,1,0,0,0,0,0,0
st. ann,1921-12-06,8,WALSH,JOSEPHCHARLES,14,0,0,1,0,0,0,0,1
st. ann,1921-12-06,8,COONAN,THOMASJOSEPH,14,0,0,0,0,0,0,1,0
st. antoine,1921-12-06,8,MITCHELL,WALTERGEORGE,14,0,0,1,0,0,0,0,1
st. antoine,1921-12-06,8,ROSS,WILLIAMGILLIES,14,0,0,0,0,0,0,1,0
st. denis,1921-12-06,8,GAUTHIER,JOSEPHCYRIAC,14,0,1,0,0,0,0,0,0
st. denis,1921-12-06,8,DUPRÉ,PIERRELOUISWILFRID,14,0,1,0,0,0,0,0,0
st. denis,1921-12-06,8,DENIS,JOSEPHARTHUR,14,0,0,1,0,0,0,0,1
st. hyacinthe--rouville,1921-12-06,8,MORIN,LOUISSIMONRENÉ,14,0,0,1,0,0,0,0,1
st. hyacinthe--rouville,1921-12-06,8,GAUTHIER,LOUISJOSEPH,14,0,0,0,0,0,0,1,0
st. james,1921-12-06,8,GAUTHIER,ANDRÉRÉMIODILONLÉON,14,0,0,0,0,0,0,1,0
st. james,1921-12-06,8,RINFRET,LOUISÉDOUARDFERNAND,14,0,0,1,0,0,0,0,1
st. james,1921-12-06,8,PAQUIN,UBALD,14,0,1,0,0,0,0,0,0
st. johns--iberville,1921-12-06,8,DEMERS,MARIEJOSEPH,14,0,0,1,0,0,0,0,1
st. johns--iberville,1921-12-06,8,MAILLOUX,VICTOR,14,0,0,0,0,0,0,1,0
st. lawrence--st. george,1921-12-06,8,MARLER,GEORGEC,14,0,0,1,0,0,0,0,1
st. lawrence--st. george,1921-12-06,8,HENDERSON,ROSEMARYLOUISE,14,0,1,0,0,0,0,0,0
st. lawrence--st. george,1921-12-06,8,BALLANTYNE,CHARLESCOLQUHOUN,14,0,0,0,0,0,0,1,0
st. mary,1921-12-06,8,DESLAURIERS,HERMAS,14,0,0,1,0,0,0,0,1
st. mary,1921-12-06,8,JULIEN,HERMAN,14,0,0,0,0,0,0,1,0
st. mary,1921-12-06,8,GERMAIN,AUGUSTIN,14,0,1,0,0,0,0,0,0
stanstead,1921-12-06,8,BALDWIN,PORTERLLOYD,14,0,0,0,0,0,0,1,0
stanstead,1921-12-06,8,BALDWIN,WILLISKEITH,14,0,0,1,0,0,0,0,1
terrebonne,1921-12-06,8,FAUTEUX,JEAN,14,0,0,0,0,0,0,1,0
terrebonne,1921-12-06,8,PRÉVOST,JULESÉDOUARD,14,0,0,1,0,0,0,0,1
three rivers and st. maurice,1921-12-06,8,BUREAU,JACQUES,14,0,0,1,0,0,0,0,1
three rivers and st. maurice,1921-12-06,8,NORMAND,LOUISPHILIPPE,14,0,0,0,0,0,0,1,0
témiscouata,1921-12-06,8,CARON,NELSON,14,0,0,0,0,0,0,1,0
témiscouata,1921-12-06,8,GAUVREAU,CHARLESARTHUR,14,0,0,1,0,0,0,0,1
témiscouata,1921-12-06,8,POULIOT,JEANFRANÇOIS,14,0,1,0,0,0,0,0,0
vaudreuil--soulanges,1921-12-06,8,CHARLEBOIS,JULIEN,14,0,1,0,0,0,0,0,0
vaudreuil--soulanges,1921-12-06,8,PHARAND,ADRIEN,14,0,1,0,0,0,0,0,0
vaudreuil--soulanges,1921-12-06,8,BOYER,GUSTAVE,14,0,0,1,0,0,0,0,1
westmount--st. henri,1921-12-06,8,LAMARRE,WILFRID,14,0,0,0,0,0,0,1,0
westmount--st. henri,1921-12-06,8,MERCIER,JOSEPHALEXANDRE,14,0,0,1,0,0,0,0,1
wright,1921-12-06,8,ELLARD,HERBERTMILLER,14,0,1,0,0,0,0,0,0
wright,1921-12-06,8,GENDRON,ROMUALDMONTÉZUMA,14,0,0,1,0,0,0,0,1
wright,1921-12-06,8,LABELLE,FRANÇOISALBERT,14,0,0,0,0,0,0,1,0
yamaska,1921-12-06,8,BOUCHER,AIMÉ,14,0,0,1,0,0,0,0,1
yamaska,1921-12-06,8,PLANTE,RÉMI,14,0,1,0,0,0,0,0,0
st. johns--iberville,1922-08-31,8,POULIN,STANISLAS,14,1,0,1,0,0,0,0,0
st. johns--iberville,1922-08-31,8,BENOIT,ALDÉRICJOSEPH,14,1,0,1,0,0,0,0,1
rimouski,1924-09-02,8,FISET,EUGÈNE,14,1,0,1,0,0,0,0,1
rimouski,1924-09-02,8,SASSEVILLE,JEANMARIEJOSEPHELZÉAR,14,1,0,0,0,0,0,1,0
st. antoine,1924-09-02,8,HUSHION,WILLIAMJAMES,14,1,0,1,0,0,0,0,1
st. antoine,1924-09-02,8,BIRKS,WILLIAMMASSEY,14,1,0,0,0,0,0,1,0
témiscouata,1924-12-01,8,POULIOT,JEANFRANÇOIS,14,1,0,1,0,0,0,0,1
témiscouata,1924-12-01,8,PARROT,LOUISEUGÈNE,14,1,0,1,0,0,0,0,0
argenteuil,1925-10-29,8,PERLEY,SIRGEORGEHALSEY,15,0,0,0,0,0,0,1,1
argenteuil,1925-10-29,8,LEGAULT,LOUISLORENZO,15,0,0,1,0,0,0,0,0
bagot,1925-10-29,8,MARCILE,JOSEPHEDMOND,15,0,0,1,0,0,0,0,1
bagot,1925-10-29,8,FAUTEUX,JEAN,15,0,0,0,0,0,0,1,0
beauce,1925-10-29,8,MORIN,LOUIS,15,0,0,0,0,0,0,1,0
beauce,1925-10-29,8,LACROIX,EDOUARD,15,0,0,1,0,0,0,0,1
beauharnois,1925-10-29,8,RAYMOND,RAYMOND,15,0,0,1,0,0,0,0,1
beauharnois,1925-10-29,8,LAROCHE,STANISLASWILFRID,15,0,0,0,0,0,0,1,0
bellechasse,1925-10-29,8,MCKENZIE,MURDOCK,15,0,0,0,0,0,0,1,0
bellechasse,1925-10-29,8,FOURNIER,CHARLESALPHONSE,15,0,0,1,0,0,0,0,1
berthier--maskinongé,1925-10-29,8,BARRETTE,JOSEPHARTHUR,15,0,0,0,0,0,0,1,0
berthier--maskinongé,1925-10-29,8,GERVAIS,THÉODORE,15,0,0,1,0,0,0,0,1
bonaventure,1925-10-29,8,PAQUET,ETIENNETHÉODORE,15,0,0,0,0,0,0,1,0
bonaventure,1925-10-29,8,MARCIL,CHARLES,15,0,0,1,0,0,0,0,1
brome--missisquoi,1925-10-29,8,PICKEL,FOLLINHORACE,15,0,0,0,0,0,0,1,0
brome--missisquoi,1925-10-29,8,KAY,WILLIAMFREDERIC,15,0,0,1,0,0,0,0,1
cartier,1925-10-29,8,BERNIER,JOSEPHALFRED,15,0,1,0,0,0,0,0,0
cartier,1925-10-29,8,JACOBS,SAMUELWILLIAM,15,0,0,1,0,0,0,0,1
chambly--verchères,1925-10-29,8,LANGLOIS,JOSEPHVICTORAIMÉ,15,0,0,1,0,0,0,0,1
chambly--verchères,1925-10-29,8,GAREAU,JOSEPHARTHUR,15,0,0,0,0,0,0,1,0
champlain,1925-10-29,8,DESAULNIERS,ARTHURLESIEUR,15,0,0,1,0,0,0,0,1
champlain,1925-10-29,8,BERGERON,ALBERTJOSEPHOVILA,15,0,0,0,0,0,0,1,0
charlevoix--saguenay,1925-10-29,8,GOBEIL,JULES,15,0,0,0,0,0,0,1,0
charlevoix--saguenay,1925-10-29,8,CASGRAIN,PIERREFRANÇOIS,15,0,0,1,0,0,0,0,1
charlevoix--saguenay,1925-10-29,8,LEGER,ALCIBIADE,15,0,1,0,0,0,0,0,0
chicoutimi,1925-10-29,8,GAGNE,JEANCHARLES,15,0,0,0,0,0,0,1,0
chicoutimi,1925-10-29,8,DUBUC,JULIENEDOUARDALFRE,15,0,1,0,0,0,0,0,1
chicoutimi,1925-10-29,8,LEVESQUE,LOUISJOSEPH,15,0,0,1,0,0,0,0,0
châteauguay--huntingdon,1925-10-29,8,ROBB,JAMESALEXANDER,15,0,0,1,0,0,0,0,1
châteauguay--huntingdon,1925-10-29,8,SULLIVAN,JOHNALEXANDER,15,0,0,0,0,0,0,1,0
