Name,Province,Region,Start Date,End Date,Currently Active
Bécancour--Nicolet--Saurel,Quebec,,2015-08-02,,Active
Bellechasse--Les Etchemins--Lévis,Quebec,,2015-08-02,,Active
Beloeil--Chambly,Quebec,,2015-08-02,,Active
Berthier--Maskinongé,Quebec,,2004-05-23,,Active
Bonavista--Burin--Trinity,Newfoundland and Labrador,,2015-08-02,,Active
Bourassa,Quebec,Montreal Island,1979-03-26,,Active
Bow River,Alberta,,2015-08-02,,Active
Brampton Centre,Ontario,Mississauga-Brampton,2015-08-02,,Active
Brampton East,Ontario,Mississauga-Brampton,2015-08-02,,Active
Brampton North,Ontario,Mississauga-Brampton,2015-08-02,,Active
Brampton South,Ontario,Mississauga-Brampton,2015-08-02,,Active
Brampton West,Ontario,Mississauga-Brampton,2004-05-23,,Active
Brampton--Halton Hills,Ontario,,,,Not Active
Brandon--Souris,Manitoba,,1953-06-13,,Active
Brantford--Brant,Ontario,,2015-08-02,,Active
Brome--Missisquoi,Quebec,,1984-07-09,,Active
Brossard--Saint-Lambert,Quebec,,2015-08-02,,Active
Bruce--Grey--Owen Sound,Ontario,,2004-09-01,,Active
Burlington,Ontario,Hamilton,1979-03-26,,Active
Burnaby North--Seymour,British Columbia,Vancouver Region,2015-08-02,,Active
Burnaby South,British Columbia,,2015-08-02,,Active
Calgary,Saskatchewan,Calgary,,,Not Active
Calgary Centre,Alberta,Calgary,2004-09-01,,Active
Calgary Confederation,Alberta,Calgary,2015-08-02,,Active
Calgary Forest Lawn,Alberta,Calgary,2015-08-02,,Active
Calgary Heritage,Alberta,Calgary,2015-08-02,,Active
Calgary Midnapore,Alberta,Calgary,2015-08-02,,Active
Calgary Nose Hill,Alberta,Calgary,2015-08-02,,Active
Calgary Rocky Ridge,Alberta,Calgary,2015-08-02,,Active
Calgary Shepard,Alberta,Calgary,2015-08-02,,Active
Calgary Signal Hill,Alberta,Calgary,2015-08-02,,Active
Calgary Skyview,Alberta,Calgary,2015-08-02,,Active
Cambridge,Ontario,Kitchener-Waterloo,1979-03-26,,Active
Cape Breton--Canso,Nova Scotia,,2004-05-23,,Active
Cardigan,Prince Edward Island,,1968-04-23,,Active
Cariboo--Prince George,British Columbia,,2004-05-23,,Active
Carleton,Ontario,Ottawa-Gatineau,2015-08-02,,Active
Carlton Trail--Eagle Creek,Saskatchewan,Saskatoon,2015-08-02,,Active
Central Nova,Nova Scotia,Halifax,2004-05-23,,Active
Central Okanagan--Similkameen--Nicola,British Columbia,,2015-08-02,,Active
Chapleau,Quebec,,,,Not Active
Charlesbourg--Haute-Saint-Charles,Quebec,Québec Region,2004-09-01,,Active
Charleswood--St. James--Assiniboia--Headingley,Manitoba,Winnipeg,2015-08-02,,Active
Charlottetown,Prince Edward Island,,2004-05-23,,Active
Châteauguay--Lacolle,Quebec,Montreal Region,2015-08-02,,Active
Chatham-Kent--Leamington,Ontario,,2015-08-02,,Active
Chicoutimi--Le Fjord,Quebec,,2015-08-02,,Active
Chilliwack--Hope,British Columbia,,2015-08-02,,Active
Churchill--Keewatinook Aski,Manitoba,,2015-08-02,,Active
Cloverdale--Langley City,British Columbia,,2015-08-02,,Active
Coast of Bays--Central--Notre Dame,Newfoundland and Labrador,,2015-08-02,,Active
Cochrane North,Ontario,,,,Not Active
Compton--Stanstead,Quebec,,1997-04-27,,Active
Coquitlam--Port Coquitlam,British Columbia,Vancouver Region,2015-08-02,,Active
Courtenay--Alberni,British Columbia,,2015-08-02,,Active
Cowichan--Malahat--Langford,British Columbia,,2015-08-02,,Active
Cumberland--Colchester,Nova Scotia,,2015-08-02,,Active
Cypress Hills--Grasslands,Saskatchewan,,1997-04-27,,Active
Dartmouth--Cole Harbour,Nova Scotia,Halifax,2004-05-23,,Active
Dauphin--Swan River--Neepawa,Manitoba,,2015-08-02,,Active
Davenport,Ontario,Toronto (City),1935-08-14,,Active
Delta,British Columbia,,2015-08-02,,Active
Desnethé--Missinippi--Churchill River,Saskatchewan,,2004-09-01,,Active
Deux-Montagnes,Quebec,,,,Not Active
Don Valley East,Ontario,Toronto (City),1979-03-26,,Active
Don Valley North,Ontario,,2015-08-02,,Active
Don Valley West,Ontario,Toronto (City),1979-03-26,,Active
Dorval--Lachine--LaSalle,Quebec,Montreal Region,2015-08-02,,Active
Drummond,Quebec,,1968-04-23,,Active
Dufferin--Caledon,Ontario,Toronto (City),2004-05-23,,Active
Dufferin--Wellington,Ontario,,,,Not Active
Durham,Ontario,Toronto (City),2004-09-01,,Active
Edmonton,Saskatchewan,Edmonton,,,Not Active
Edmonton Centre,Alberta,Edmonton,2004-05-23,,Active
Edmonton Griesbach,Alberta,Edmonton,2015-08-02,,Active
Edmonton Manning,Alberta,Edmonton,2015-08-02,,Active
Edmonton Mill Woods,Alberta,Edmonton,2015-08-02,,Active
Edmonton Riverbend,Alberta,Edmonton,2015-08-02,,Active
Edmonton Strathcona,Alberta,Edmonton,2015-08-02,,Active
Edmonton West,Alberta,Edmonton,2015-08-02,,Active
Edmonton--Wetaskiwin,Alberta,Edmonton,2015-08-02,,Active
Eglinton--Lawrence,Ontario,Toronto (City),1979-03-26,,Active
Egmont,Prince Edward Island,,1968-04-23,,Active
Elgin--Middlesex--London,Ontario,London,1997-04-27,,Active
Elmwood--Transcona,Manitoba,Winnipeg,2004-05-23,,Active
Esquimalt--Saanich--Sooke,British Columbia,Victoria,2015-08-02,,Active
Essex,Ontario,Windsor,1997-04-27,,Active
Etobicoke Centre,Ontario,Toronto (City),1979-03-26,,Active
Etobicoke North,Ontario,Toronto (City),1979-03-26,,Active
Etobicoke--Lakeshore,Ontario,Toronto (City),1979-03-26,,Active
Flamborough--Glanbrook,Ontario,Hamilton,2015-08-02,,Active
Fleetwood--Port Kells,British Columbia,Vancouver (City),2004-05-23,,Active
Foothills,Alberta,,2015-08-02,,Active
Fort McMurray--Cold Lake,Alberta,,2015-08-02,,Active
Fort Nelson--Peace River,British Columbia,,,,Not Active
Fredericton,New Brunswick,,1997-04-27,,Active
Fundy Royal,New Brunswick,,2004-09-01,,Active
Gaspé--Bonaventure--Îles-de-la-Madeleine,Quebec,,,,Not Active
Gaspésie--Les Îles-de-la-Madeleine,Quebec,,2015-08-02,,Active
Gatineau,Quebec,Ottawa-Gatineau,1997-04-27,,Active
Glengarry--Prescott--Russell,Ontario,Ottawa-Gatineau,1970-06-26,,Active
Gloucester--Carleton,Ontario,,,,Not Active
Grande Prairie--Mackenzie,Alberta,,2015-08-02,,Active
Guelph,Ontario,,2004-05-23,,Active
Haldimand--Norfolk,Ontario,,2004-05-23,,Active
Haliburton--Kawartha Lakes--Brock,Ontario,,2004-05-23,,Active
Halifax,Nova Scotia,Halifax,1867-08-06,,Active
Halifax West,Nova Scotia,Halifax,1979-03-26,,Active
Hamilton Centre,Ontario,Hamilton,2004-05-23,,Active
Hamilton East--Stoney Creek,Ontario,Hamilton,2004-05-23,,Active
Hamilton Mountain,Ontario,Hamilton,1968-04-23,,Active
Hamilton West--Ancaster--Dundas,Ontario,Hamilton,2015-08-02,,Active
Hastings--Lennox and Addington,Ontario,,2015-08-02,,Active
Hochelaga,Quebec,Montreal Island,2004-05-23,,Active
Honoré-Mercier,Quebec,Montreal Island,2004-05-23,,Active
Hull--Aylmer,Quebec,Ottawa-Gatineau,1984-07-09,,Active
Humber River--Black Creek,Ontario,Toronto (City),2015-08-02,,Active
Huron,Ontario,,,,Not Active
Huron--Bruce,Ontario,,1979-03-26,,Active
Joliette,Quebec,,1968-04-23,,Active
Jonquière,Quebec,,2015-08-02,,Active
Kamloops--Thompson--Cariboo,British Columbia,,2004-09-01,,Active
Kamouraska--Rivière-du-Loup--Témiscouata,Quebec,,,,Not Active
Kanata--Carleton,Ontario,Ottawa-Gatineau,2015-08-02,,Active
Kelowna--Lake Country,British Columbia,,2004-09-01,,Active
Kenora,Ontario,,2004-05-23,,Active
Kildonan--St. Paul,Manitoba,Winnipeg,2004-05-23,,Active
King--Vaughan,Ontario,,2015-08-02,,Active
Kings--Hants,Nova Scotia,Halifax,1997-04-27,,Active
Kingston and the Islands,Ontario,,1968-04-23,,Active
Kingston City,Ontario,,,,Not Active
Kitchener Centre,Ontario,Kitchener-Waterloo,1997-04-27,,Active
Kitchener South--Hespeler,Ontario,Kitchener-Waterloo,2015-08-02,,Active
Kitchener--Conestoga,Ontario,Kitchener-Waterloo,2005-02-24,,Active
Kootenay East,British Columbia,,,,Not Active
Kootenay--Columbia,British Columbia,,1997-04-27,,Active
La Pointe-de-l'Île,Quebec,Montreal Island,2004-05-23,,Active
La Prairie,Quebec,,2015-08-02,,Active
Labrador,Newfoundland and Labrador,,1988-10-01,,Active
Lac-Saint-Jean,Quebec,,2015-08-02,,Active
Lac-Saint-Louis,Quebec,Montreal Island,1997-04-27,,Active
Lakeland,Alberta,Edmonton,2015-08-02,,Active
Lambton--Kent--Middlesex,Ontario,London,2004-09-01,,Active
Lanark--Frontenac--Kingston,Ontario,,2015-08-02,,Active
Langley--Aldergrove,British Columbia,Vancouver (City),2015-08-02,,Active
Langley--Matsqui,British Columbia,,,,Not Active
LaSalle--Émard--Verdun,Quebec,Montreal Island,2015-08-02,,Active
Laurentides--Labelle,Quebec,,2004-05-23,,Active
Laurier--Sainte-Marie,Quebec,Montreal Island,2004-09-01,,Active
Laval--Les Îles,Quebec,Laval,2004-05-23,,Active
Leeds--Grenville--Thousand Islands and Rideau Lakes,Ontario,,2015-08-02,,Active
Lethbridge,Alberta,,1988-10-01,,Active
Lévis--Lotbinière,Quebec,Québec Region,2015-08-02,,Active
London North Centre,Ontario,London,1997-04-27,,Active
London West,Ontario,London,1968-04-23,,Active
London--Adelaide,Ontario,London,,,Not Active
London--Fanshawe,Ontario,London,1997-04-27,,Active
Long Range Mountains,Newfoundland and Labrador,,2015-08-02,,Active
Longueuil--Charles-LeMoyne,Quebec,Montreal Region,2015-08-02,,Active
Longueuil--Saint-Hubert,Quebec,Montreal Region,2015-08-02,,Active
Louis-Hébert,Quebec,Québec Region,1968-04-23,,Active
Louis-Saint-Laurent,Quebec,Québec Region,2004-05-23,,Active
Madawaska--Restigouche,New Brunswick,,1997-04-27,,Active
Malpeque,Prince Edward Island,,1968-04-23,,Active
Manicouagan,Quebec,,1968-04-23,,Active
Marc-Aurèle-Fortin,Quebec,Laval,2015-08-02,,Active
Markham--Stouffville,Ontario,,2015-08-02,,Active
Markham--Thornhill,Ontario,,2015-08-02,,Active
Markham--Unionville,Ontario,Toronto (City),2004-05-23,,Active
Medicine Hat--Cardston--Warner,Alberta,,2015-08-02,,Active
Mégantic--L'Érable,Quebec,Laval,2004-05-23,,Active
Middlesex East,Ontario,,,,Not Active
Milton,Ontario,,2015-08-02,,Active
Mirabel,Quebec,,2015-08-02,,Active
Miramichi--Grand Lake,New Brunswick,,2015-08-02,,Active
Mission--Matsqui--Fraser Canyon,British Columbia,,2015-08-02,,Active
Mississauga Centre,Ontario,Mississauga-Brampton,2015-08-02,,Active
Mississauga East--Cooksville,Ontario,Mississauga-Brampton,2015-08-02,,Active
Mississauga--Erin Mills,Ontario,Mississauga-Brampton,2015-08-02,,Active
Mississauga--Lakeshore,Ontario,Mississauga-Brampton,2015-08-02,,Active
Mississauga--Malton,Ontario,Mississauga-Brampton,2015-08-02,,Active
Mississauga--Streetsville,Ontario,Mississauga-Brampton,2004-05-23,,Active
Moncton--Riverview--Dieppe,New Brunswick,,1998-06-18,,Active
Montarville,Quebec,,2015-08-02,,Active
Montcalm,Quebec,,2004-05-23,,Active
Montmagny--L’Islet--Kamouraska--Rivière-du-Loup,Quebec,,2004-09-01,,Active
Moose Jaw--Lake Centre--Lanigan,Saskatchewan,Regina,2015-08-02,,Active
Mount Royal,Quebec,Montreal Island,2015-08-02,,Active
Nanaimo--Ladysmith,British Columbia,,2015-08-02,,Active
Nepean,Ontario,Ottawa-Gatineau,2015-08-02,,Active
New Brunswick Southwest,New Brunswick,,2004-09-01,,Active
New Westminster--Burnaby,British Columbia,Vancouver (City),2015-08-02,,Active
Newmarket--Aurora,Ontario,Toronto (City),2004-05-23,,Active
Niagara Centre,Ontario,Hamilton,2015-08-02,,Active
Niagara Falls,Ontario,Kitchener-Waterloo,1953-06-13,,Active
Niagara West,Ontario,Hamilton,2015-08-02,,Active
Nickel Belt,Ontario,,1953-06-13,,Active
Nipissing--Timiskaming,Ontario,,2004-05-23,,Active
North Island--Powell River,British Columbia,,2015-08-02,,Active
North Okanagan--Shuswap,British Columbia,,,,Not Active
North Okanagan--Shuswap,British Columbia,,2015-08-02,,Active
North Vancouver,British Columbia,Vancouver (City),1988-10-01,,Active
Northumberland--Peterborough South,Ontario,Hamilton,2015-08-02,,Active
Northwest Territories,Northwest Territories,,2015-08-02,,Active
Notre-Dame-de-Grâce--Westmount,Quebec,Montreal Island,2015-08-02,,Active
Nunavut,Nunavut,,1999-04-01,,Active
Oakville,Ontario,,1997-04-27,,Active
Oakville North--Burlington,Ontario,,2015-08-02,,Active
Orléans,Ontario,Ottawa-Gatineau,2015-08-02,,Active
Oshawa,Ontario,,,,Not Active
Oshawa,Ontario,,1979-03-26,,Active
Ottawa Centre,Ontario,Ottawa-Gatineau,1968-04-23,,Active
Ottawa South,Ontario,Ottawa-Gatineau,1988-10-01,,Active
Ottawa West--Nepean,Ontario,Ottawa-Gatineau,1997-04-27,,Active
Ottawa--Vanier,Ontario,Ottawa-Gatineau,1973-12-12,,Active
Outremont,Quebec,Montreal Island,1968-04-23,,Active
Oxford,Ontario,,1935-08-14,,Active
Papineau,Quebec,Montreal Island,2004-05-23,,Active
Parkdale--High Park,Ontario,Toronto (City),1979-03-26,,Active
Parry Sound--Muskoka,Ontario,,1949-04-30,,Active
Peace River--Westlock,Alberta,,2015-08-02,,Active
Peel--Dufferin,Ontario,,,,Not Active
Perth--Wellington,Ontario,,2004-05-23,,Active
Peterborough--Kawartha,Ontario,,2015-08-02,,Active
Pickering--Uxbridge,Ontario,,2015-08-02,,Active
Pierre-Boucher--Les Patriotes--Verchères,Quebec,,2015-08-02,,Active
Pierrefonds--Dollard,Quebec,Montreal Island,1988-10-01,,Active
Pitt Meadows--Maple Ridge,British Columbia,,2015-08-02,,Active
Pontiac,Quebec,Ottawa-Gatineau,2004-05-23,,Active
Port Moody--Coquitlam,British Columbia,Vancouver Region,2015-08-02,,Active
Portage--Lisgar,Manitoba,Winnipeg,1997-04-27,,Active
Portneuf--Jacques-Cartier,Quebec,Québec Region,2004-09-01,,Active
Prince Albert,Saskatchewan,,1997-04-27,,Active
Prince George--Peace River--Northern Rockies,British Columbia,,2015-08-02,,Active
Provencher,Manitoba,,1871-05-01,,Active
Québec,Quebec,Québec Region,1990-12-19,,Active
Red Deer--Lacombe,Alberta,,2015-08-02,,Active
Red Deer--Mountain View,Alberta,,2015-08-02,,Active
Regina--Arm River,Saskatchewan,Regina,,,Not Active
Regina--Lewvan,Saskatchewan,Regina,2015-08-02,,Active
Regina--Qu'Appelle,Saskatchewan,Regina,1998-06-18,,Active
Regina--Wascana,Saskatchewan,Regina,2015-08-02,,Active
Renfrew--Nipissing--Pembroke,Ontario,,1989-12-29,,Active
Repentigny,Quebec,Montreal Region,1997-04-27,,Active
Richmond Centre,British Columbia,Vancouver (City),2015-08-02,,Active
Richmond Hill,Ontario,Toronto (City),2004-05-23,,Active
Richmond--Arthabaska,Quebec,,1997-04-27,,Active
Rimouski,Quebec,,,,Not Active
Rimouski-Neigette--Témiscouata--Les Basques,Quebec,,2015-08-02,,Active
Rivière-des-Mille-Îles,Quebec,Montreal Region,1998-06-18,,Active
Rivière-du-Nord,Quebec,,2004-05-23,,Active
Rosemont--La Petite-Patrie,Quebec,Montreal Island,2004-05-23,,Active
Rouyn-Noranda--Témiscamingue,Quebec,,,,Not Active
Saanich--Gulf Islands,British Columbia,Victoria,1997-04-27,,Active
Sackville--Preston--Chezzetcook,Nova Scotia,Halifax,2015-08-02,,Active
Saint Boniface--Saint Vital,Manitoba,,2015-08-02,,Active
Saint John--Rothesay,New Brunswick,,2015-08-02,,Active
Saint-Hyacinthe--Bagot,Quebec,,1981-01-17,,Active
Saint-Jean,Quebec,,1968-04-23,,Active
Saint-Laurent,Quebec,Montreal Island,2015-08-02,,Active
Saint-Léonard,Quebec,,,,Not Active
Saint-Léonard--Saint-Michel,Quebec,Montreal Island,1997-04-27,,Active
Saint-Maurice--Champlain,Quebec,,2004-05-23,,Active
Salaberry--Suroît,Quebec,,2015-08-02,,Active
Sarnia--Lambton,Ontario,,1981-01-17,,Active
Saskatchewan,Saskatchewan,,,,Not Active
Saskatoon West,Saskatchewan,Saskatoon,2015-08-02,,Active
Saskatoon--Grasswood,Saskatchewan,Saskatoon,2015-08-02,,Active
Saskatoon--Rosetown,Saskatchewan,Saskatoon,,,Not Active
Saskatoon--University,Saskatchewan,Saskatoon,2015-08-02,,Active
Sault Ste. Marie,Ontario,,1988-10-01,,Active
Scarborough Centre,Ontario,Scarborough,1979-03-26,,Active
Scarborough North,Ontario,Scarborough,2015-08-02,,Active
Scarborough Southwest,Ontario,Scarborough,1997-04-27,,Active
Scarborough--Agincourt,Ontario,Scarborough,1988-10-01,,Active
Scarborough--Guildwood,Ontario,Scarborough,2004-05-23,,Active
Scarborough--Rouge Park,Ontario,Scarborough,2015-08-02,,Active
Selkirk--Interlake--Eastman,Manitoba,Winnipeg,2015-08-02,,Active
Shefford,Quebec,,1867-08-06,,Active
Sherbrooke,Quebec,,1925-09-05,,Active
Sherwood Park--Fort Saskatchewan,Alberta,,2015-08-02,,Active
Simcoe North,Ontario,,1867-08-06,,Active
Simcoe--Grey,Ontario,,1997-04-27,,Active
Skeena--Bulkley Valley,British Columbia,,2004-05-23,,Active
Souris--Moose Mountain,Saskatchewan,,1988-10-01,,Active
South Okanagan--West Kootenay,British Columbia,,2015-03-02,,Active
South Shore--St. Margarets,Nova Scotia,Halifax,2015-08-02,,Active
South Surrey--White Rock,British Columbia,,2015-08-02,,Active
Spadina--Fort York,Ontario,Toronto (City),2015-08-02,,Active
St. Albert--Edmonton,Alberta,Edmonton,2015-08-02,,Active
St. Catharines,Ontario,Toronto (City),1968-04-23,,Active
St. John's East,Newfoundland and Labrador,St. John's (NF),2004-09-01,,Active
St. John's South--Mount Pearl,Newfoundland and Labrador,St. John's (NF),2004-09-01,,Active
Steveston--Richmond East,British Columbia,Vancouver Region,2015-08-02,,Active
Stormont--Dundas--South Glengarry,Ontario,,2004-05-23,,Active
Sturgeon River--Parkland,Alberta,Edmonton,2015-08-02,,Active
Sudbury,Ontario,,1949-04-30,,Active
Surrey Centre,British Columbia,Vancouver (City),2015-08-02,,Active
Surrey--Newton,British Columbia,Vancouver (City),2015-08-02,,Active
Sydney--Victoria,Nova Scotia,,1997-04-27,,Active
Terrebonne,Quebec,Montreal Region,2015-08-02,,Active
Thérèse-De Blainville,Quebec,Montreal Region,2015-08-02,,Active
Thornhill,Ontario,Toronto (City),1997-04-27,,Active
Thunder Bay--Rainy River,Ontario,Thunder Bay,2004-05-23,,Active
Thunder Bay--Superior North,Ontario,Thunder Bay,1998-06-18,,Active
Timmins--James Bay,Ontario,,1997-04-27,,Active
Tobique--Mactaquac,New Brunswick,,1997-04-27,,Active
Toronto Centre,Ontario,Toronto (City),2004-05-23,,Active
Toronto--Danforth,Ontario,Toronto (City),2000-06-29,,Active
Toronto--St. Paul's,Ontario,Toronto (City),2015-08-02,,Active
Trois-Rivières,Quebec,,1979-03-26,,Active
University--Rosedale,Ontario,Toronto (City),2015-08-02,,Active
Vancouver Centre,British Columbia,Vancouver (City),1917-10-06,,Active
Vancouver East,British Columbia,Vancouver (City),1935-08-14,,Active
Vancouver Granville,British Columbia,Vancouver (City),2015-08-02,,Active
Vancouver Kingsway,British Columbia,Vancouver (City),1997-04-27,,Active
Vancouver Quadra,British Columbia,Vancouver (City),1949-04-30,,Active
Vancouver South,British Columbia,Vancouver (City),2004-05-23,,Active
Vaudreuil--Soulanges,Quebec,,2015-08-02,,Active
Vaughan--Aurora,Ontario,,,,Not Active
Vaughan--Woodbridge,Ontario,Toronto Region,2015-08-02,,Active
Victoria,British Columbia,Victoria,1925-09-05,,Active
Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Quebec,Montreal Island,2015-08-02,,Active
Vimy,Quebec,Laval,2015-08-02,,Active
Waterloo,Ontario,Kitchener-Waterloo,2015-08-02,,Active
Wellington--Halton Hills,Ontario,Toronto (City),2004-05-23,,Active
West Nova,Nova Scotia,,2004-05-23,,Active
West Vancouver--Sunshine Coast--Sea to Sky Country,British Columbia,Vancouver (City),2004-09-01,,Active
Whitby,Ontario,Toronto Region,2015-08-02,,Active
Willowdale,Ontario,Toronto (City),1979-03-26,,Active
Windsor West,Ontario,Windsor,1968-04-23,,Active
Windsor--Tecumseh,Ontario,Windsor,2004-05-23,,Active
Winnipeg Centre,Manitoba,Winnipeg,1997-04-27,,Active
Winnipeg North,Manitoba,Winnipeg,2004-05-23,,Active
Winnipeg North Centre,Manitoba,Winnipeg,,,Not Active
Winnipeg South,Manitoba,Winnipeg,1988-10-01,,Active
Winnipeg South Centre,Manitoba,Winnipeg,2004-05-23,,Active
Yellowhead,Alberta,Edmonton,1979-03-26,,Active
York Centre,Ontario,Toronto (City),1953-06-13,,Active
York South--Weston,Ontario,Toronto (City),1979-03-26,,Active
York--Simcoe,Ontario,Toronto (City),2004-05-23,,Active
Yorkton--Melville,Saskatchewan,,1968-04-23,,Active
Yukon,Yukon,,1953-06-13,,Active
